;document_no;cominant_topic;topic_perc_contrib;keywords;tokens
616;616;0;0.2885;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['maniere', 'dont', 'ukrainien', 'font', 'montre', 'democraties', 'savent', 'faire', 'parce', 'elles', 'adaptables', 'souples', 'chef', 'militaire', 'peuvent', 'prendre', 'initiative', 'antoinevit', 'cdanslair']
617;617;0;0.2483;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['solidaires', 'cessons', 'alimenter', 'embargo']
618;618;1;0.3613;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['marioupol', 'resistance', 'agression', 'presents', 'devant', 'hotel', 'ville', 'exiger', 'respect', 'droit', 'humanitaire', 'international', 'notamment', 'evacuation', 'blesses', 'combattant', 'acces', 'aide', 'humanitaire', 'standwithukraine', 'stoppoutine']
619;619;0;0.304;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['renseignement', 'americain', 'donne', 'jour', 'pres', 'date', 'invasion', 'trouve', 'americains', 'outil', 'bien', 'meilleur', 'tous', 'autres', 'pays', 'renseignement', 'humain', 'explique', 'alain', 'bauer', 'ruthelkrief', 'ruthelkrief']
620;620;0;0.2638;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['apercu', 'situation', 'humanitaire', 'mai', 'wfp', 'fr']
621;621;0;0.399;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['forme', 'paralysie', 'politique', 'travaille', 'gauche', 'francaise', 'selon', 'olbesancenot', 'rendu', 'pays', 'entre', 'mai', 'interview', 'menee', 'mediapart', 'mathildegoanec']
622;622;0;0.399;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['forme', 'paralysie', 'politique', 'travaille', 'gauche', 'francaise', 'selon', 'olbesancenot', 'rendu', 'pays', 'entre', 'mai', 'interview', 'menee', 'logeslin', 'mathildegoanec']
623;623;1;0.3316;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['chambre', 'representants', 'americaine', 'vient', 'approuver', 'plan', 'aide', 'milliard', 'dollar', 'pourrait', 'devenir', 'apres', 'validation', 'senat', 'plus', 'important', 'soutien', 'accorde', 'pays', 'etranger', 'depuis', 'vingt', 'an']
624;624;3;0.2398;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['excellente', 'discussion', 'matin', 'assemblee', 'nationale', 'delegation', 'parlementaire', 'ukrainien', 'eprouve', 'capacite', 'rester', 'constants', 'soutien', 'devon', 'flancher', 'battent', 'liberte']
625;625;1;0.374;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['eurovision', 'perdez', 'temps', 'samedi', 'soir', 'devant', 'tele', 'deja', 'gagne']
626;626;0;0.3041;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['comment', 'penser', 'conflit', 'tant', 'militant', 'anticapitaliste', 'retour', 'olivierbesancenot', 'estime', 'force', 'progressiste', 'continent', 'europeen', 'doivent', 'soutenir', 'plus', 'franchement', 'peuple', 'ukrainien', 'victime', 'imperialisme']
627;627;0;0.3533;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'pari', 'pendant', 'temps', 'humiliation', 'finissent', 'plus', 'propre', 'population', 'doxa', 'nation', 'dire', 'epouses', 'nazi', 'ukrainien', 'viennent', 'etre', 'recu', 'vatican']
628;628;3;0.3071;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['armee', 'bombarde', 'donbass', 'depuis', 'coup', 'etat', 'oublions', 'periode', 'commemoration', 'fin', 'gm', 'sachons', 'distinguer', 'politicien', 'peuple', 'oeuvrons', 'mieux', 'donbass', 'puisse', 'nouveau', 'vivre', 'paix']
629;629;2;0.3267;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['menace', 'plus', 'directe', 'ordre', 'mondial', 'dixit', 'ursula', 'von', 'der', 'leyen', 'suivez', 'direct']
630;630;0;0.3406;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['quelle', 'honteutiliser', 'dramatique', 'racoler', 'faveur', 'eoliennes', 'surtout', 'apres', 'avoir', 'contribue', 'bien', 'affaiblir', 'industrie', 'nucleaire', 'independance', 'energetique', 'niveau', 'eelv', 'jamais', 'ete', 'aussi', 'bas', 'legislatives']
631;631;0;0.2683;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['buitoni', 'charentelibre']
632;632;0;0.4115;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['shireen', 'abu', 'akleh', 'appelait', 'anna', 'politkovskaia', 'grand', 'democrates', 'defenseurs', 'liberte', 'povre', 'balancent', 'mal', 'abject', 'privilege', 'blanc', 'neocolonial', 'shireenabuakleh', 'palestinevaincra']
633;633;0;0.372;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['passionnant', 'article', 'washingtonpost', 'devoile', 'regles', 'partage', 'renseignement', 'us', 'inciter', 'represailles', 'russe', 'info', 'grand', 'chef', 'russe', 'aider', 'operations', 'menees', 'suffisant']
634;634;0;0.2825;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['bfmtv', 'ursulavonderleyen', 'comprend', 'toujours', 'pays', 'monde', 'veulent', 'jouer', 'appelle', 'collectif', 'font', 'americains', 'russe']
635;635;1;0.3644;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['inflation', 'hausse', 'prix', 'leclerc', 'mel', 'prix', 'alimentaire', 'augmentent', 'tout', 'encore', 'faute', 'faute', 'couche', 'supplementaire', 'partir', 'ete', 'lesmatinslci', 'elimartichoux']
636;636;3;0.2951;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['front', 'fige', 'lentement', 'mesure', 'combat', 'reduisent', 'lentement', 'differents', 'front', 'comme', 'etiolement', 'progressif']
637;637;2;0.3671;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['sait', 'combien', 'resultats', 'reconquete', 'ete', 'impactes', 'effet', 'drapeau', 'profit', 'macron', 'autant', 'vote', 'utile', 'bloquer', 'melenchon', 'legislative', 'etape', 'vote', 'conviction', 'seul', 'parti', 'droite']
638;638;2;0.4166;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['alors', 'suede', 'finlande', 'veulent', 'adherer', 'otan', 'unisson', 'defendre', 'paix', 'refuser', 'envoi', 'arme', 'ver', 'argent', 'doit', 'aller', 'service', 'public', 'non', 'alimenter', 'marche', 'ue', 'otan', 'ver', 'mondiale', 'nucleaire']
639;639;0;0.2487;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['viens', 'entendre', 'augmentation', 'taxe', 'ramassage', 'ordure', 'mdrrr', 'bon', 'dos', 'tout', 'bon', 'augmenter', 'impots', 'taxe']
640;640;3;0.3004;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['tournant', 'conflit', 'decision', 'comprehensible', 'autant', 'signe', 'inquietant', 'escalade', 'plus', 'jamais', 'europeens', 'doivent', 'faire', 'corps', 'alors', 'enflamme', 'chaque', 'jour', 'porte', 'soutien', 'peuple', 'ukrainien']
641;641;0;0.2611;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ampleur', 'homicide', 'illegaux', 'choquante', 'declare', 'michelle', 'bachelet', 'lors', 'session', 'extraordinaire', 'conseil', 'droitsdelhomme', 'ss', 'examine', 'deterioration', 'situation', 'droit', 'homme', 'suite', 'agression']
642;642;0;0.3285;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['pourquoi', 'recit', 'passe', 'opinion', 'arabe', 'etat', 'alerte', 'occident', 'milliard', 'liberte', 'sanction', 'contre', 'moscou', 'palestine', 'demi', 'siecle', 'occupation', 'permis', 'tuer', 'expire', 'shireenabuakleh']
643;643;0;0.3562;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['evolution', 'position', 'draghi', 'semblerait', 'refleter', 'evolution', 'position', 'macron', 'bonne', 'chose', 'signe', 'conseil', 'europeen', 'chef', 'etat', 'reprend', 'hysterie', 'russophobe', 'commissioneuropeenne']
644;644;0;0.417;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ile', 'strategique', 'devait', 'etre', 'reprise', 'ukrainien', 'mai', 'ordre', 'britannique', 'conduit', 'defaite', 'significative', 'otan', 'armeeukrainienne', 'technologie', 'otanienne', 'ete', 'ecrasees', 'armeerusse']
645;645;3;0.3332;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['meme', 'fui', 'bulgarie', 'famille', 'sylvievartan', 'voulu', 'faire', 'geste', 'victime', 'decide', 'realiser', 'mini', 'album', 'benefices', 'unicef', 'via', 'eric', 'bureau', 'parisien']
646;646;3;0.35;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['statistique', 'connexion', 'carte', 'sim', 'russe', 'permettent', 'visualiser', 'concentration', 'force', 'ru', 'identifier', 'secteur', 'effort', 'izyum', 'amp', 'kherson']
647;647;2;0.3;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['alors', 'depart', 'etats', 'uni', 'voulaient', 'aider', 'donnent', 'impression', 'veulent', 'aneantir', 'dangereux', 'gagnerons', 'rien', 'humilier', 'russe', 'devon', 'continuer', 'dialoguer', 'penser', 'apres', 'cnews']
648;648;0;0.3373;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['finlande', 'otan', 'assurement', 'menace', 'selon', 'moscou', 'irresponsable', 'ue', 'caniche', 'biden', 'entrainent', 'eme', 'mondiale']
649;649;3;0.3497;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['olivier', 'president', 'poissy', 'football', 'hesite', 'seconde', 'accueillir', 'six', 'joueur', 'entraineur', 'ukrainien', 'alors', 'deplacement', 'quand', 'commence']
650;650;0;0.3005;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['mar', 'conseil', 'droitsdelhomme', 'cree', 'commission', 'chargee', 'enqueter', 'allegations', 'violation', 'droit', 'humains', 'suite', 'agression', 'ere', 'declaration', 'president', 'commission', 'erik', 'mose', 'devant', 'hrc']
651;651;3;0.357;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['plus', 'personnel', 'agence', 'deployes', 'aider', 'etats', 'accueillir', 'refugies', 'ukrainien', 'ue', 'nouveau', 'point', 'etape', 'essentiel', 'application', 'protection', 'temporaire', 'cet', 'apres', 'midi', 'commission', 'ep', 'justice', 'commission']
652;652;3;0.279;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['lecture', 'difficile', 'necessaire', 'lemondefr', 'mot', 'ghazalgolshiri', 'evoquent', 'respect', 'dignite', 'horreur', 'sans', 'fond', 'occupation', 'photographie', 'sensible', 'laurencegeai']
653;653;4;0.2993;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['exclusif', 'partie', 'briefing', 'ministere', 'defense', 'resultats', 'analyse', 'document', 'concernant', 'activites', 'militaire', 'biologiques', 'americaines', 'ministere', 'defense', 'dispose', 'information', 'experiences', 'menees']
654;654;0;0.3987;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ceux', 'croient', 'inflation', 'consequence', 'memes', 'croient', 'otan', 'voulait', 'instaurer', 'democratie']
655;655;3;0.4433;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['deux', 'civil', 'ukrainien', 'abattu', 'dos', 'russe', 'revelent', 'cameras', 'videosurveillance', 'assiste', 'bataille', 'entre', 'soldat', 'lache', 'assassinat', 'deux', 'homme', 'non', 'arme', 'force', 'russe']
656;656;3;0.2603;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['urgent', 'conseil', 'droit', 'homme', 'vote', 'renforcer', 'examen', 'deterioration', 'situation', 'droitsdelhomme', 'suite', 'agression', 'compte', 'tenu', 'evenements', 'marioupol', 'amp', 'plusieurs', 'autres', 'ville', 'oui', 'non', 'abstention']
657;657;3;0.3204;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['cout', 'enfance', 'terrible', 'enfant', 'ukrainien', 'ete', 'deplaces', 'majorite', 'ete', 'descolarisee', 'france', 'condamne', 'toutes', 'attaque', 'contre', 'ecoles', 'notamment', 'celle', 'bilohorivka', 'amb', 'nderiviere']
658;658;4;0.6469;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['point', 'situation', 'retrouvez', 'toutes', 'information', 'mieux', 'comprendre', 'enjeu', 'crise', 'notredefense', 'florence', 'parly', 'hervegrandjean', 'gouvernementfr', 'etatmajorfr', 'armeedeterre', 'armee', 'lair', 'marinenationale']
659;659;0;0.3406;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['demande', 'quoi', 'sert', 'twitter', 'er', 'debut', 'covid', 'avoir', 'publie', 'archive', 'quand', 'melenchon', 'annoncait', 'nouvelle', 'epidemies', 'er', 'avoir', 'publie', 'quand', 'annoncait', 'videos', 'reprise', 'jlm', 'compte', 'contre', 'melenchonbashing']
660;660;3;0.4276;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['autour', 'kharkiv', 'contre', 'offensive', 'ukrainien', 'progresse', 'jour', 'jour', 'troupe', 'repris', 'controle', 'plusieurs', 'localites', 'bastien', 'rnl', 'nadiamassih', 'raid', 'abu', 'zaideh', 'alles', 'rencontre', 'civil', 'reste', 'zone', 'malgre', 'combat']
661;661;3;0.3881;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'onu', 'lance', 'enquete', 'atrocites', 'commises', 'troupe', 'russe']
662;662;0;0.3414;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['choque', 'europe', 'donne', 'argent', 'militaire', 'neo', 'nazi', 'adrienbocquet', 'chez', 'andrebercoff', 'sudradio', 'part', 'cela', 'europe', 'paix']
663;663;0;0.3537;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['exige', 'reunion', 'publique', 'conseil', 'securite', 'onu', 'presenter', 'nouvelle', 'preuve', 'programme', 'biologiques', 'militaire', 'menes', 'laboratoire', 'americains', 'reunion', 'prevue', 'heure', 'new', 'york', 'mai']
664;664;2;0.2271;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['suffit', 'voir', 'reaction', 'plutot', 'non', 'reaction', 'chancellerie', 'dirigeant', 'occidental', 'assassinat', 'israel', 'shireenabuaqla', 'comprendre', 'pourquoi', 'population', 'sud', 'soutiennent', 'vraiment']
665;665;0;0.2958;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'memoire', 'bien', 'courte', 'alliee', 'naturel', 'longue', 'date', 'france', 'foi', 'plus', 'souille', 'passe', 'mutuel', 'zelensky', 'macron', 'russiaukrainewar', 'putin']
666;666;0;0.3516;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['pourquoi', 'pape', 'tendu', 'perche', 'pourquoi', 'generaux', 'italien', 'pris', 'leurs', 'distance', 'otan', 'maintenant', 'parlement', 'italien', 'penche', 'majoritairement', 'contre', 'envoi', 'armement', 'contre', 'draghi', 'contre', 'otan']
667;667;1;0.3126;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['conseil', 'droit', 'homme', 'onu', 'resserre', 'etau', 'approuvant', 'tres', 'large', 'majorite', 'ouverture', 'enquete', 'grave', 'violation', 'droit', 'homme', 'reprochees', 'troupe', 'occupation', 'russe', 'afp']
668;668;3;0.3134;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['menace', 'finlande', 'riposte', 'militaro', 'technique', 'apres', 'dirigeant', 'annonce', 'volonte', 'adherer', 'sans', 'delai', 'otan', 'sou', 'influence', 'afp']
669;669;3;0.2803;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['marat', 'gabidullin', 'travaille', 'milice', 'privee', 'wagner', 'syrie', 'premier', 'membre', 'groupe', 'paramilitaire', 'prendre', 'parole', 'visage', 'decouvert', 'afp', 'afptv']
670;670;3;0.4197;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['photo', 'montrent', 'horreur', 'laquelle', 'survivent', 'dernier', 'soldat', 'usine', 'azovstal']
671;671;3;0.525;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['position', 'approximatives', 'force', 'axe', 'izium', 'popasna', 'source', 'armee', 'reguliere', 'garde', 'nationale', 'unites', 'volontaire', 'ua', 'unites', 'separatistes', 'ru', 'rond', 'noir', 'rose', 'militarylandnet', 'russe', 'hn', 'schlottman', 'ligne', 'front', 'aggregateosint', 'michel', 'goya', 'egea', 'blog']
672;672;3;0.3634;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['tactique', 'massacrer', 'violer', 'abattre', 'aussi', 'boucherie', 'leurs', 'propre', 'soldat', 'systemes', 'totalitaires', 'mepris', 'total', 'vie', 'humaine', 'claudemalhuret', 'analyse', 'voyage', 'ruthelkrief', 'ruthelkrief']
673;673;3;0.3987;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['enquete', 'viol', 'bombe', 'interieure', 'devaste', 'rachidaelazzz']
674;674;3;0.3842;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['temoignages', 'victime', 'viol', 'part', 'soldat', 'russe', 'accumulent', 'dement', 'utiliser', 'arme', 'accuse', 'autorites', 'ukrainien', 'mise', 'scene', 'premier', 'volet', 'enquete']
675;675;2;0.2488;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['lieu', 'faire', 'peur', 'tout', 'monde', 'permanence', 'media', 'penurie', 'manque', 'cause', 'suit', 'liste', 'produit', 'vont', 'manquer', 'pourriez', 'plutot', 'parler', 'solidarite', 'mesure', 'prise', 'contrer', 'mediaspyromanes', 'etes', 'dangereux']
676;676;3;0.4028;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['actualité', 'armee', 'accusee', 'atrocites', 'region', 'kharkiv', 'affirme', 'avoir', 'endommage', 'navire', 'logistique', 'marine', 'proximite', 'frontiere', 'maritime', 'roumanie', 'direct']
677;677;0;0.4138;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['point', 'situation', 'intensifie', 'assaut', 'repetes', 'donbass', 'avancees', 'ukraniennes', 'autour', 'karkhiv', 'grand', 'combat', 'mer', 'noire', 'su', 'tenir', 'alors', 'montee', 'puissance', 'fait', 'commencer', 'grace', 'aide']
678;678;2;0.2892;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['servir', 'comme', 'levier', 'politique', 'ideologie', 'eoliennes', 'purement', 'abject', 'tentez', 'seconde', 'yjadot', 'avoir', 'attitude', 'respect', 'cessez', 'palabre', 'honteux', 'indignes', 'degoutants', 'respectez', 'victime']
679;679;0;0.3132;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['feu', 'nucleaire', 'horreur', 'absolue', 'mort', 'hiroshima', 'voir', 'ecouter', 'plus', 'determine', 'encore', 'liberte', 'securite', 'europe', 'monde', 'kremlinrussia']
